,vout (V),,
code,nominal,seed=1,seed=2
61167,8.149164252,7.011100668,7.880691686
61168,8.149451199,7.011471815,7.881030483
61169,8.149738146,7.011692961,7.881306509
61170,8.150025094,7.01206124,7.881670324
61171,8.150312041,7.012282385,7.88194635
61172,8.150598989,7.012355703,7.882036402
61173,8.150885936,7.012576848,7.882312428
61174,8.151172883,7.012945127,7.882676174
61175,8.151459831,7.013166273,7.882952269
61176,8.151746778,7.013465975,7.883263974
61177,8.152033726,7.01368712,7.88354
61178,8.152320673,7.014055399,7.883903816
61179,8.15260762,7.014276545,7.884179841
61180,8.152894568,7.014349863,7.884269893
61181,8.153181515,7.014571008,7.884545919
61182,8.153468462,7.014939287,7.884909665
61183,8.15375541,7.015160432,7.88518576
61184,8.154042357,7.014134573,7.886389017
61185,8.154329305,7.014355718,7.886665043
61186,8.154616252,7.014723997,7.887028858
61187,8.154903199,7.014945143,7.887304884
61188,8.155190147,7.01501846,7.887394936
61189,8.155477094,7.015239606,7.887670962
61190,8.155764041,7.015607885,7.888034708
61191,8.156050989,7.01582903,7.888310803
61192,8.156337936,7.016128732,7.888622509
61193,8.156624884,7.016349878,7.888898534
61194,8.156911831,7.016718157,7.88926235
61195,8.157198778,7.016939302,7.889538375
61196,8.157485726,7.01701262,7.889628427
61197,8.157772673,7.017233765,7.889904453
61198,8.15805962,7.017602044,7.890268199
61199,8.158346568,7.01782319,7.890544294
61200,8.158633515,7.018194337,7.890883091
61201,8.158920463,7.018415482,7.891159117
61202,8.15920741,7.018783761,7.891522932
61203,8.159494357,7.019004907,7.891798958
61204,8.159781305,7.019078225,7.89188901
61205,8.160068252,7.01929937,7.892165036
61206,8.160355199,7.019667649,7.892528782
61207,8.160642147,7.019888794,7.892804877
61208,8.160929094,7.020188497,7.893116583
61209,8.161216042,7.020409642,7.893392608
61210,8.161502989,7.020777921,7.893756424
61211,8.161789936,7.020999066,7.894032449
61212,8.162076884,7.021072384,7.894122501
61213,8.162363831,7.02129353,7.894398527
61214,8.162650778,7.021661809,7.894762273
61215,8.162937726,7.021882954,7.895038368
61216,8.163224673,7.022184076,7.895308914
61217,8.163511621,7.022405221,7.895584939
61218,8.163798568,7.0227735,7.895948755
61219,8.164085515,7.022994645,7.896224781
61220,8.164372463,7.023067963,7.896314833
61221,8.16465941,7.023289109,7.896590858
61222,8.164946357,7.023657388,7.896954604
61223,8.165233305,7.023878533,7.8972307
61224,8.165520252,7.024178235,7.897542405
61225,8.1658072,7.024399381,7.897818431
61226,8.166094147,7.02476766,7.898182246
61227,8.166381094,7.024988805,7.898458272
61228,8.166668042,7.025062123,7.898548324
61229,8.166954989,7.025283268,7.89882435
61230,8.167241936,7.025651547,7.899188096
61231,8.167528884,7.025872693,7.899464191
61232,8.167815831,7.02624384,7.899802988
61233,8.168102779,7.026464985,7.900079013
61234,8.168389726,7.026833264,7.900442829
61235,8.168676673,7.02705441,7.900718855
61236,8.168963621,7.027127728,7.900808907
61237,8.169250568,7.027348873,7.901084932
61238,8.169537516,7.027717152,7.901448678
61239,8.169824463,7.027938297,7.901724774
61240,8.17011141,7.028238,7.902036479
61241,8.170398358,7.028459145,7.902312505
61242,8.170685305,7.028827424,7.90267632
61243,8.170972252,7.029048569,7.902952346
61244,8.1712592,7.029121887,7.903042398
61245,8.171546147,7.029343033,7.903318424
61246,8.171833095,7.029711311,7.90368217
61247,8.172120042,7.029932457,7.903958265
61248,8.172406989,7.03023394,7.904648787
61249,8.172693937,7.030455085,7.904924813
61250,8.172980884,7.030823364,7.905288628
61251,8.173267831,7.031044509,7.905564654
61252,8.173554779,7.031117827,7.905654706
61253,8.173841726,7.031338973,7.905930732
61254,8.174128674,7.031707252,7.906294477
61255,8.174415621,7.031928397,7.906570573
61256,8.174702568,7.032228099,7.906882278
61257,8.174989516,7.032449245,7.907158304
61258,8.175276463,7.032817524,7.90752212
61259,8.17556341,7.033038669,7.907798145
61260,8.175850358,7.033111987,7.907888197
61261,8.176137305,7.033333132,7.908164223
61262,8.176424253,7.033701411,7.908527969
61263,8.1767112,7.033922557,7.908804064
61264,8.176998147,7.034293704,7.909142861
61265,8.177285095,7.034514849,7.909418887
61266,8.177572042,7.034883128,7.909782702
61267,8.177858989,7.035104274,7.910058728
61268,8.178145937,7.035177591,7.91014878
61269,8.178432884,7.035398737,7.910424806
61270,8.178719832,7.035767016,7.910788551
61271,8.179006779,7.035988161,7.911064647
61272,8.179293726,7.036287863,7.911376352
61273,8.179580674,7.036509009,7.911652378
61274,8.179867621,7.036877288,7.912016194
61275,8.180154568,7.037098433,7.912292219
61276,8.180441516,7.037171751,7.912382271
61277,8.180728463,7.037392896,7.912658297
61278,8.181015411,7.037761175,7.913022043
61279,8.181302358,7.037982321,7.913298138
61280,8.181589305,7.038283443,7.913568684
61281,8.181876253,7.038504588,7.913844709
61282,8.1821632,7.038872867,7.914208525
61283,8.182450147,7.039094012,7.91448455
61284,8.182737095,7.03916733,7.914574603
61285,8.183024042,7.039388476,7.914850628
61286,8.18331099,7.039756754,7.915214374
61287,8.183597937,7.0399779,7.915490469
61288,8.183884884,7.040277602,7.915802175
61289,8.184171832,7.040498748,7.916078201
61290,8.184458779,7.040867026,7.916442016
61291,8.184745726,7.041088172,7.916718042
61292,8.185032674,7.04116149,7.916808094
61293,8.185319621,7.041382635,7.91708412
61294,8.185606569,7.041750914,7.917447865
61295,8.185893516,7.041972059,7.917723961
61296,8.186180463,7.042343207,7.918062758
61297,8.186467411,7.042564352,7.918338783
61298,8.186754358,7.042932631,7.918702599
61299,8.187041305,7.043153776,7.918978624
61300,8.187328253,7.043227094,7.919068677
61301,8.1876152,7.04344824,7.919344702
61302,8.187902148,7.043816519,7.919708448
61303,8.188189095,7.044037664,7.919984543
61304,8.188476042,7.044337366,7.920296249
61305,8.18876299,7.044558512,7.920572275
61306,8.189049937,7.044926791,7.92093609
61307,8.189336884,7.045147936,7.921212116
61308,8.189623832,7.045221254,7.921302168
61309,8.189910779,7.045442399,7.921578194
61310,8.190197727,7.045810678,7.921941939
61311,8.190484674,7.046031824,7.922218035
61312,8.190771621,7.045302123,7.921310611
61313,8.191058569,7.045523269,7.921586637
61314,8.191345516,7.045891548,7.921950452
61315,8.191632464,7.046112693,7.922226478
61316,8.191919411,7.046186011,7.92231653
61317,8.192206358,7.046407156,7.922592556
61318,8.192493306,7.046775435,7.922956302
61319,8.192780253,7.046996581,7.923232397
61320,8.1930672,7.047296283,7.923544103
61321,8.193354148,7.047517428,7.923820128
61322,8.193641095,7.047885707,7.924183944
61323,8.193928043,7.048106853,7.924459969
61324,8.19421499,7.048180171,7.924550022
61325,8.194501937,7.048401316,7.924826047
61326,8.194788885,7.048769595,7.925189793
61327,8.195075832,7.04899074,7.925465888
61328,8.195362779,7.049361888,7.925804685
61329,8.195649727,7.049583033,7.926080711
61330,8.195936674,7.049951312,7.926444526
61331,8.196223622,7.050172457,7.926720552
61332,8.196510569,7.050245775,7.926810604
61333,8.196797516,7.050466921,7.92708663
61334,8.197084464,7.050835199,7.927450376
61335,8.197371411,7.051056345,7.927726471
61336,8.197658358,7.051356047,7.928038177
61337,8.197945306,7.051577193,7.928314202
61338,8.198232253,7.051945471,7.928678018
61339,8.198519201,7.052166617,7.928954043
61340,8.198806148,7.052239935,7.929044095
61341,8.199093095,7.05246108,7.929320121
61342,8.199380043,7.052829359,7.929683867
61343,8.19966699,7.053050504,7.929959962
61344,8.199953937,7.053351626,7.930230508
61345,8.200240885,7.053572772,7.930506533
61346,8.200527832,7.05394105,7.930870349
61347,8.20081478,7.054162196,7.931146375
61348,8.201101727,7.054235514,7.931236427
61349,8.201388674,7.054456659,7.931512452
61350,8.201675622,7.054824938,7.931876198
61351,8.201962569,7.055046083,7.932152294
61352,8.202249516,7.055345786,7.932463999
61353,8.202536464,7.055566931,7.932740025
61354,8.202823411,7.05593521,7.93310384
61355,8.203110359,7.056156355,7.933379866
61356,8.203397306,7.056229673,7.933469918
61357,8.203684253,7.056450819,7.933745944
61358,8.203971201,7.056819098,7.934109689
61359,8.204258148,7.057040243,7.934385785
61360,8.204545095,7.05741139,7.934724582
61361,8.204832043,7.057632536,7.935000607
61362,8.20511899,7.058000815,7.935364423
61363,8.205405938,7.05822196,7.935640449
61364,8.205692885,7.058295278,7.935730501
61365,8.205979832,7.058516423,7.936006526
61366,8.20626678,7.058884702,7.936370272
61367,8.206553727,7.059105848,7.936646368
61368,8.206840674,7.05940555,7.936958073
61369,8.207127622,7.059626695,7.937234099
61370,8.207414569,7.059994974,7.937597914
61371,8.207701517,7.06021612,7.93787394
61372,8.207988464,7.060289438,7.937963992
61373,8.208275411,7.060510583,7.938240018
61374,8.208562359,7.060878862,7.938603763
61375,8.208849306,7.061100007,7.938879859
61376,8.209136253,7.06140149,7.939570381
61377,8.209423201,7.061622636,7.939846407
61378,8.209710148,7.061990914,7.940210222
61379,8.209997096,7.06221206,7.940486248
61380,8.210284043,7.062285378,7.9405763
61381,8.21057099,7.062506523,7.940852326
61382,8.210857938,7.062874802,7.941216071
61383,8.211144885,7.063095947,7.941492167
61384,8.211431832,7.06339565,7.941803872
61385,8.21171878,7.063616795,7.942079898
61386,8.212005727,7.063985074,7.942443713
61387,8.212292675,7.064206219,7.942719739
61388,8.212579622,7.064279537,7.942809791
61389,8.212866569,7.064500683,7.943085817
61390,8.213153517,7.064868962,7.943449563
61391,8.213440464,7.065090107,7.943725658
61392,8.213727411,7.065461254,7.944064455
61393,8.214014359,7.0656824,7.944340481
61394,8.214301306,7.066050679,7.944704296
61395,8.214588254,7.066271824,7.944980322
61396,8.214875201,7.066345142,7.945070374
61397,8.215162148,7.066566287,7.9453464
61398,8.215449096,7.066934566,7.945710145
61399,8.215736043,7.067155712,7.945986241
61400,8.21602299,7.067455414,7.946297946
61401,8.216309938,7.067676559,7.946573972
61402,8.216596885,7.068044838,7.946937787
61403,8.216883833,7.068265984,7.947213813
61404,8.21717078,7.068339301,7.947303865
61405,8.217457727,7.068560447,7.947579891
61406,8.217744675,7.068928726,7.947943636
61407,8.218031622,7.069149871,7.948219732
61408,8.218318569,7.069450993,7.948490277
61409,8.218605517,7.069672138,7.948766303
61410,8.218892464,7.070040417,7.949130119
61411,8.219179412,7.070261563,7.949406144
61412,8.219466359,7.07033488,7.949496196
61413,8.219753306,7.070556026,7.949772222
61414,8.220040254,7.070924305,7.950135968
61415,8.220327201,7.07114545,7.950412063
61416,8.220614148,7.071445152,7.950723769
61417,8.220901096,7.071666298,7.950999794
61418,8.221188043,7.072034577,7.95136361
61419,8.221474991,7.072255722,7.951639636
61420,8.221761938,7.07232904,7.951729688
61421,8.222048885,7.072550186,7.952005713
61422,8.222335833,7.072918464,7.952369459
61423,8.22262278,7.07313961,7.952645555
61424,8.222909727,7.073510757,7.952984351
61425,8.223196675,7.073731903,7.953260377
61426,8.223483622,7.074100181,7.953624193
61427,8.22377057,7.074321327,7.953900218
61428,8.224057517,7.074394645,7.95399027
61429,8.224344464,7.07461579,7.954266296
61430,8.224631412,7.074984069,7.954630042
61431,8.224918359,7.075205214,7.954906137
61432,8.225205306,7.075504917,7.955217843
61433,8.225492254,7.075726062,7.955493868
61434,8.225779201,7.076094341,7.955857684
61435,8.226066149,7.076315486,7.95613371
61436,8.226353096,7.076388804,7.956223762
61437,8.226640043,7.07660995,7.956499787
61438,8.226926991,7.076978229,7.956863533
61439,8.227213938,7.077199374,7.957139629
61440,8.227500885,7.07777747,7.958524959
61441,8.227787833,7.077998615,7.958800984
61442,8.22807478,7.078366894,7.9591648
61443,8.228361728,7.078588039,7.959440825
61444,8.228648675,7.078661357,7.959530878
61445,8.228935622,7.078882503,7.959806903
61446,8.22922257,7.079250781,7.960170648
61447,8.229509517,7.079471927,7.960446744
61448,8.229796464,7.079771629,7.96075845
61449,8.230083412,7.079992775,7.961034476
61450,8.230370359,7.080361053,7.961398291
61451,8.230657307,7.080582199,7.961674317
61452,8.230944254,7.080655517,7.961764369
61453,8.231231201,7.080876662,7.962040395
61454,8.231518149,7.081244941,7.962404139
61455,8.231805096,7.081466087,7.962680236
61456,8.232092043,7.081837234,7.963019033
61457,8.232378991,7.082058379,7.963295058
61458,8.232665938,7.082426658,7.963658874
61459,8.232952886,7.082647804,7.963934899
61460,8.233239833,7.082721121,7.964024952
61461,8.23352678,7.082942267,7.964300977
61462,8.233813728,7.083310546,7.964664722
61463,8.234100675,7.083531691,7.964940818
61464,8.234387622,7.083831393,7.965252524
61465,8.23467457,7.084052539,7.96552855
61466,8.234961517,7.084420818,7.965892365
61467,8.235248465,7.084641963,7.966168391
61468,8.235535412,7.084715281,7.966258443
61469,8.235822359,7.084936426,7.966534469
61470,8.236109307,7.085304705,7.966898213
61471,8.236396254,7.085525851,7.96717431
61472,8.236683201,7.085826972,7.967444855
61473,8.236970149,7.086048118,7.967720881
61474,8.237257096,7.086416397,7.968084696
61475,8.237544044,7.086637542,7.968360722
61476,8.237830991,7.08671086,7.968450774
61477,8.238117938,7.086932005,7.9687268
61478,8.238404886,7.087300284,7.969090544
61479,8.238691833,7.08752143,7.969366641
61480,8.23897878,7.087821132,7.969678346
61481,8.239265728,7.088042277,7.969954372
61482,8.239552675,7.088410556,7.970318188
61483,8.239839623,7.088631702,7.970594213
61484,8.24012657,7.08870502,7.970684265
61485,8.240413517,7.088926165,7.970960291
61486,8.240700465,7.089294444,7.971324036
61487,8.240987412,7.089515589,7.971600132
61488,8.241274359,7.089886737,7.971938929
61489,8.241561307,7.090107882,7.972214955
61490,8.241848254,7.090476161,7.97257877
61491,8.242135202,7.090697306,7.972854796
61492,8.242422149,7.090770624,7.972944848
61493,8.242709096,7.09099177,7.973220874
61494,8.242996044,7.091360049,7.973584618
61495,8.243282991,7.091581194,7.973860715
61496,8.243569938,7.091880896,7.97417242
61497,8.243856886,7.092102042,7.974448446
61498,8.244143833,7.092470321,7.974812262
61499,8.244430781,7.092691466,7.975088287
61500,8.244717728,7.092764784,7.975178339
61501,8.245004675,7.092985929,7.975454365
61502,8.245291623,7.093354208,7.97581811
61503,8.24557857,7.093575354,7.976094206
61504,8.245865517,7.093876836,7.976784728
61505,8.246152465,7.094097982,7.977060754
61506,8.246439412,7.094466261,7.977424569
61507,8.24672636,7.094687406,7.977700595
61508,8.247013307,7.094760724,7.977790647
61509,8.247300254,7.09498187,7.978066673
61510,8.247587202,7.095350148,7.978430417
61511,8.247874149,7.095571294,7.978706514
61512,8.248161096,7.095870996,7.97901822
61513,8.248448044,7.096092142,7.979294245
61514,8.248734991,7.09646042,7.979658061
61515,8.249021939,7.096681566,7.979934086
61516,8.249308886,7.096754884,7.980024139
61517,8.249595833,7.096976029,7.980300164
61518,8.249882781,7.097344308,7.980663909
61519,8.250169728,7.097565453,7.980940005
61520,8.250456675,7.097936601,7.981278802
61521,8.250743623,7.098157746,7.981554828
61522,8.25103057,7.098526025,7.981918643
61523,8.251317518,7.09874717,7.982194669
61524,8.251604465,7.098820488,7.982284721
61525,8.251891412,7.099041634,7.982560747
61526,8.25217836,7.099409913,7.982924491
61527,8.252465307,7.099631058,7.983200588
61528,8.252752254,7.09993076,7.983512294
61529,8.253039202,7.100151906,7.983788319
61530,8.253326149,7.100520185,7.984152135
61531,8.253613097,7.10074133,7.98442816
61532,8.253900044,7.100814648,7.984518213
61533,8.254186991,7.101035793,7.984794238
61534,8.254473939,7.101404072,7.985157983
61535,8.254760886,7.101625218,7.985434079
61536,8.255047833,7.101926339,7.985704625
61537,8.255334781,7.102147485,7.98598065
61538,8.255621728,7.102515764,7.986344466
61539,8.255908676,7.102736909,7.986620492
61540,8.256195623,7.102810227,7.986710544
61541,8.25648257,7.103031372,7.986986569
61542,8.256769518,7.103399651,7.987350314
61543,8.257056465,7.103620797,7.987626411
61544,8.257343412,7.103920499,7.987938116
61545,8.25763036,7.104141644,7.988214142
61546,8.257917307,7.104509923,7.988577957
61547,8.258204255,7.104731069,7.988853983
61548,8.258491202,7.104804386,7.988944035
61549,8.258778149,7.105025532,7.989220061
61550,8.259065097,7.105393811,7.989583805
61551,8.259352044,7.105614956,7.989859902
61552,8.259638991,7.105986104,7.990198699
61553,8.259925939,7.106207249,7.990474724
61554,8.260212886,7.106575528,7.99083854
61555,8.260499834,7.106796673,7.991114566
61556,8.260786781,7.106869991,7.991204618
